protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005097008429_Drosophila_subobscura_part1_of2,P005102009205_Drosophila_virilis_part1_of1,0.84157,0.6983471074380165,2.3689339570000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005097008429_Drosophila_subobscura_part1_of2,P005102009206_Drosophila_virilis_part1_of1,0.88701,0.3983739837398373,0.961527499,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005097008429_Drosophila_subobscura_part1_of2,P005103011421_Drosophila_willistoni_part1_of1,0.87865,0.4430894308943089,1.165942244,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005097008429_Drosophila_subobscura_part1_of2,P005103011422_Drosophila_willistoni_part1_of1,0.83224,0.7037037037037037,2.2671632450000003,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005097008429_Drosophila_subobscura_part1_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.89128,0.4216867469879518,1.0041403990000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005097008429_Drosophila_subobscura_part2_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.8552,0.7651821862348178,2.850812101,Cluster_3,Cluster_4,Cluster_3_Cluster_4
P005097008429_Drosophila_subobscura_part2_of2,P005064008787_Drosophila_albomicans_part1_of2,0.88394,0.6544715447154472,1.85204189,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005064008787_Drosophila_albomicans_part2_of2,0.86698,0.6829268292682926,2.137971222,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005064013138_Drosophila_albomicans_part1_of1,0.84629,0.6774193548387097,2.107151008,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005065001328_Drosophila_ananassae_part1_of2,0.87478,0.6991869918699187,2.335242854,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005065001328_Drosophila_ananassae_part2_of2,0.89504,0.3015873015873016,0.430677838,Cluster_3,Cluster_3,Cluster_3_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005065003751_Drosophila_ananassae_part1_of1,0.85768,0.688259109311741,2.07174826,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005066011807_Drosophila_arizonae_part1_of2,0.85481,0.7,2.211160644,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005066011807_Drosophila_arizonae_part2_of2,0.81566,0.6536796536796536,1.845211474,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.854,0.680161943319838,2.105731563,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.88003,0.6910569105691057,2.283231147,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.83324,0.680161943319838,2.074174665,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.85475,0.6910569105691057,2.3822964100000004,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.85559,0.6830357142857143,2.403437428,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.85923,0.6963562753036437,1.98528534,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005071004180_Drosophila_busckii_part1_of1,0.81627,0.6875,2.063340144,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005071007432_Drosophila_busckii_part1_of1,0.85294,0.6666666666666667,1.934704212,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005072008715_Drosophila_elegans_part1_of1,0.85393,0.6761133603238867,2.087672923,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005072008716_Drosophila_elegans_part1_of1,0.87917,0.6910569105691057,2.278187597,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005073012561_Drosophila_erecta_part1_of1,0.85625,0.6910569105691057,2.270088718,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.88173,0.6747967479674797,2.2833731200000003,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.85469,0.6720647773279352,2.051454139,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.82093,0.6720647773279352,2.079006087,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.75353,0.7257383966244726,2.0980536570000003,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.83236,0.689795918367347,2.185444945,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.87493,0.6951219512195121,1.8924722320000005,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005077009626_Drosophila_guanche_part1_of1,0.87014,0.6910569105691057,2.1782097160000005,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005077011090_Drosophila_guanche_part1_of1,0.86581,0.6910569105691057,2.1782097160000005,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005077011621_Drosophila_guanche_part1_of1,0.8328,0.6720647773279352,1.966025612,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005078005510_Drosophila_hydei_part1_of1,0.87579,0.6693548387096775,1.925467789,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005078006118_Drosophila_hydei_part1_of1,0.83329,0.6907630522088353,2.16451339,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005079010340_Drosophila_innubila_part1_of1,0.83601,0.7073170731707317,2.198286829,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005079011844_Drosophila_innubila_part1_of2,0.89265,0.6975806451612903,2.104697975,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005079011844_Drosophila_innubila_part2_of2,0.8545,0.6563876651982379,1.844949008,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005080010494_Drosophila_ironensis_part1_of1,0.85961,0.6923076923076923,2.072652741,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005080010499_Drosophila_ironensis_part1_of1,0.84913,0.7008928571428572,2.4278612500000003,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005080012110_Drosophila_ironensis_part1_of1,0.86982,0.6812227074235808,2.187719388,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.85426,0.6963562753036437,1.987676745,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.77866,0.6796116504854368,2.473542943,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.85754,0.7020408163265306,2.369750185,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.86837,0.7020408163265306,2.4635492030000004,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.84424,0.6720647773279352,2.06479076,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.87986,0.6910569105691057,2.271077795,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.85352,0.6680161943319838,2.068704676,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.88458,0.6910569105691057,2.270402744,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.87785,0.7032520325203252,2.114313916,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.86438,0.6842105263157895,1.934177842,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.84695,0.7,2.21356399,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.83722,0.6514522821576764,1.893866963,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.85941,0.6947791164658634,2.195205782,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.87353,0.6544715447154472,1.857026317,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.87664,0.6869918699186992,1.958249427,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.85201,0.6935483870967742,2.133790114,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.87842,0.6422764227642277,1.842444621,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.87665,0.7073170731707317,2.16394507,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.88443,0.1181102362204724,0.126944291,Cluster_3,Cluster_3,Cluster_3_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.84818,0.6842105263157895,1.961945461,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.87537,0.7073170731707317,2.110386111,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.84335,0.6842105263157895,1.934177842,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.82706,0.680161943319838,2.093221378,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.85446,0.6680161943319838,2.092482783,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.87988,0.6869918699186992,2.2703693470000004,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.81713,0.680161943319838,2.068735292,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.87784,0.6910569105691057,2.2664802070000003,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.85922,0.6935483870967742,2.073860594,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.82112,0.6834862385321101,2.34007172,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.8611,0.6995884773662551,2.2648534180000004,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.88039,0.6829268292682926,2.134641589,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.86576,0.688259109311741,1.947525284,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.85319,0.6814516129032258,2.102357313,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.88004,0.6991869918699187,2.22851922,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.87914,0.7032520325203252,2.248382316,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.87295,0.689516129032258,2.12119443,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.82906,0.6814516129032258,2.133702049,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.86514,0.6951219512195121,2.235414328,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.85602,0.6680161943319838,2.080658733,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.88053,0.6829268292682926,2.258761143,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.85106,0.6935483870967742,2.133790114,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.87613,0.6585365853658536,1.869606086,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.8751,0.6653225806451613,2.0740208310000003,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.8346,0.6842105263157895,2.032019402,Cluster_3,Cluster_2,Cluster_2_Cluster_3
P005097008429_Drosophila_subobscura_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88365,0.6910569105691057,2.270402744,Cluster_3,Cluster_1,Cluster_1_Cluster_3
P005097009271_Drosophila_subobscura_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.87455,0.7336065573770492,2.3228412030000003,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005097009271_Drosophila_subobscura_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.89453,0.6666666666666667,1.900069428,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.87692,0.7231404958677685,2.1859987599999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.90303,0.2248995983935743,0.2957527279999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88195,0.6748971193415638,2.383270392,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.882,0.6938775510204082,1.945406306,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005097009271_Drosophila_subobscura_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90523,0.18,0.26034998,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91664,0.2369477911646585,0.399762364,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.83526,0.6475770925110131,1.893239012,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.91856,0.168,0.294333283,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.91728,0.691358024691358,2.331258685,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.90558,0.156,0.262776385,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.8739,0.6872427983539094,2.430323948,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86602,0.6977777777777778,2.451464966,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.92069,0.132,0.17388706,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88601,0.168141592920354,0.2519418639999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.86034,0.6902654867256637,1.98273175,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.91848,0.168,0.276274643,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.90385,0.6872427983539094,2.326215135,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.86678,0.6995884773662551,2.318116256,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.8995,0.6954732510288066,2.331400658,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.91708,0.176,0.240055859,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.90043,0.1879999999999999,0.267607807,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79262,0.6952789699570816,2.146081195,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.904,0.2056451612903226,0.374046665,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.89099,0.6735537190082644,1.94049977,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.88839,0.7037037037037037,2.226237254,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.86495,0.7037037037037037,2.226237254,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.90527,0.036,0.039557072,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.89234,0.6598360655737705,1.973495327,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.90399,0.2289156626506023,0.3531151099999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.89267,0.6611570247933884,2.246314367,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.92986,0.2088353413654619,0.2932996949999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.84276,0.6696035242290749,1.892976546,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.92029,0.168,0.261254461,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.86463,0.7155555555555555,2.475888788,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.8803,0.691304347826087,2.235746926,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.89449,0.144,0.176278465,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.77465,0.6990291262135923,2.5215704809999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.86537,0.7066115702479339,2.4177777229999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.87022,0.7201646090534979,2.511576741,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.90295,0.18,0.25339248,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.88208,0.6995884773662551,2.3191053329999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.91829,0.184,0.257306396,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.90568,0.6954732510288066,2.3184302820000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.90078,0.7119341563786008,2.162341454,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.99624,0.028,0.033598158,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.89872,0.2289156626506023,0.40216571,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.85989,0.6624472573839663,1.941894501,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.90573,0.2289156626506023,0.3838075019999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.8903,0.6487603305785123,1.905053855,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.91855,0.6652892561983471,2.006276965,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.9175,0.2048192771084337,0.322391834,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.90166,0.6487603305785123,1.890472159,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.89623,0.6995884773662551,2.211972608,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.8646,0.6761133603238867,1.981071151,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005097009271_Drosophila_subobscura_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90177,0.052,0.0525828989999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.89175,0.7119341563786008,2.158413649,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.90042,0.028,0.033598158,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.90075,0.152,0.281823098,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005097009271_Drosophila_subobscura_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.91966,0.18,0.281084503,Cluster_2,Cluster_2,Cluster_2_Cluster_2
