protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005101009092_Drosophila_teissieri_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.9199,0.4390243902439024,1.058485588
P005101009092_Drosophila_teissieri_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.92235,0.4233870967741935,1.021802279
P005101009092_Drosophila_teissieri_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.88696,0.7061224489795919,2.29230701
P005101009092_Drosophila_teissieri_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.86364,0.691358024691358,2.3212088580000003
P005101009092_Drosophila_teissieri_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.92064,0.4193548387096774,0.96824332
P005101009092_Drosophila_teissieri_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.86167,0.691358024691358,2.2934412390000003
P005101009092_Drosophila_teissieri_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.8482,0.691358024691358,2.4524847750000003
P005101009092_Drosophila_teissieri_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.87623,0.691358024691358,2.45174618
P005101009092_Drosophila_teissieri_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.97564,0.03629032258064513,0.036193862
P005101009092_Drosophila_teissieri_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.84167,0.6954732510288066,2.4279986890000003
P005101009092_Drosophila_teissieri_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.93079,0.04435483870967738,0.048863701999999995
P005101009092_Drosophila_teissieri_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.89217,0.6844262295081966,2.4331239910000004
P005101009092_Drosophila_teissieri_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.84833,0.319634703196347,0.5546761729999999
P005101009092_Drosophila_teissieri_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89484,0.33061224489795915,0.564752147
P005101009092_Drosophila_teissieri_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.95376,0.41129032258064513,0.9924987980000002
P005101009092_Drosophila_teissieri_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.90798,0.6829268292682926,2.258761143
P005101009092_Drosophila_teissieri_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90967,0.691358024691358,2.3067886810000005
P005101009092_Drosophila_teissieri_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.87634,0.7049180327868853,2.46162071
P005101009092_Drosophila_teissieri_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.93582,0.14919354838709675,0.203924401
P005101009092_Drosophila_teissieri_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.97813,0.157258064516129,0.223787497
P005101009092_Drosophila_teissieri_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.89062,0.6967213114754098,2.4804578270000004
P005101009092_Drosophila_teissieri_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.85471,0.6926229508196722,2.4929654460000004
P005101009092_Drosophila_teissieri_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.91639,0.15322580645161288,0.16829854700000002
P005101009092_Drosophila_teissieri_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.87534,0.691358024691358,2.4399221300000002
P005101009092_Drosophila_teissieri_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.87129,0.6942148760330579,2.4930535110000003
P005101009092_Drosophila_teissieri_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.91123,0.44715447154471544,1.0856470529999998
P005101009092_Drosophila_teissieri_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.90723,0.5203252032520325,1.290061798
P005101009092_Drosophila_teissieri_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.86201,0.6790123456790124,2.3912827990000003
P005101009092_Drosophila_teissieri_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.93185,0.048387096774193505,0.052786239
P005102009205_Drosophila_virilis_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86076,0.7295081967213115,2.509106033
P005102009205_Drosophila_virilis_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.87157,0.6694214876033058,2.086334258
P005102009205_Drosophila_virilis_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88671,0.7219917012448133,2.3722635899999998
P005102009205_Drosophila_virilis_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.92651,0.11155378486055778,0.139826008
P005102009205_Drosophila_virilis_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.89792,0.6818181818181819,2.5695352220000003
P005102009205_Drosophila_virilis_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.88308,0.6910569105691057,2.131671136
P005102009205_Drosophila_virilis_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.94165,0.1807228915662651,0.36780546
P005102009205_Drosophila_virilis_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90133,0.12749003984063745,0.180751732
P005102009205_Drosophila_virilis_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.81089,0.6460176991150443,2.0795038420000003
P005102009205_Drosophila_virilis_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.94621,0.1606425702811245,0.401788763
P005102009205_Drosophila_virilis_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85947,0.7066115702479339,2.5175235149999997
P005102009205_Drosophila_virilis_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.93909,0.1686746987951807,0.370231865
P005102009205_Drosophila_virilis_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86841,0.6942148760330579,2.616588778
P005102009205_Drosophila_virilis_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84752,0.6844444444444444,2.637729796
P005102009205_Drosophila_virilis_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.94686,0.17269076305220887,0.28134254000000003
P005102009205_Drosophila_virilis_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.89098,0.07964601769911506,0.150674424
P005102009205_Drosophila_virilis_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84064,0.6991150442477876,2.16899658
P005102009205_Drosophila_virilis_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.9514,0.1887550200803213,0.383730123
P005102009205_Drosophila_virilis_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86925,0.6942148760330579,2.512479965
P005102009205_Drosophila_virilis_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.8543,0.6942148760330579,2.504381086
P005102009205_Drosophila_virilis_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.87097,0.7066115702479339,2.517665488
P005102009205_Drosophila_virilis_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.94115,0.16465863453815266,0.347511339
P005102009205_Drosophila_virilis_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.94778,0.19277108433734935,0.375063287
P005102009205_Drosophila_virilis_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79131,0.7025862068965517,2.332346025
P005102009205_Drosophila_virilis_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.94907,0.12096774193548387,0.133135247
P005102009205_Drosophila_virilis_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.87046,0.6846473029045643,2.1267646
P005102009205_Drosophila_virilis_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.88182,0.6983471074380165,2.412502084
P005102009205_Drosophila_virilis_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.8583,0.6983471074380165,2.412502084
P005102009205_Drosophila_virilis_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.94424,0.19678714859437751,0.340892162
P005102009205_Drosophila_virilis_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.88443,0.6748971193415638,2.159760157
P005102009205_Drosophila_virilis_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.91405,0.11199999999999999,0.134104478
P005102009205_Drosophila_virilis_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.85859,0.6721991701244814,2.432579197
P005102009205_Drosophila_virilis_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.9154,0.10756972111553786,0.137372975
P005102009205_Drosophila_virilis_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.83289,0.6651982378854626,2.079241376
P005102009205_Drosophila_virilis_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.94205,0.16465863453815266,0.368709941
P005102009205_Drosophila_virilis_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.85418,0.7244444444444444,2.662153618
P005102009205_Drosophila_virilis_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.86222,0.7,2.422011756
P005102009205_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.90997,0.17670682730923692,0.28373394500000004
P005102009205_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76351,0.6941747572815534,2.7078353109999997
P005102009205_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.8482,0.6970954356846473,2.6040425529999998
P005102009205_Drosophila_virilis_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86724,0.7148760330578512,2.6978415709999997
P005102009205_Drosophila_virilis_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.95663,0.17670682730923692,0.36084795999999997
P005102009205_Drosophila_virilis_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.8772,0.7024793388429752,2.505370163
P005102009205_Drosophila_virilis_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.94676,0.17269076305220887,0.364761876
P005102009205_Drosophila_virilis_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.86911,0.6983471074380165,2.5046951120000003
P005102009205_Drosophila_virilis_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.87359,0.7107438016528926,2.348606284
P005102009205_Drosophila_virilis_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90434,0.19678714859437751,0.309044392
P005102009205_Drosophila_virilis_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.91699,0.12749003984063745,0.183155078
P005102009205_Drosophila_virilis_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.82995,0.6652542372881356,2.128159331
P005102009205_Drosophila_virilis_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.91751,0.124,0.16479687
P005102009205_Drosophila_virilis_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.87807,0.6514522821576764,2.091318685
P005102009205_Drosophila_virilis_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.86549,0.6804979253112033,2.192541795
P005102009205_Drosophila_virilis_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.92386,0.0,0.0
P005102009205_Drosophila_virilis_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.86866,0.6556016597510373,2.076736989
P005102009205_Drosophila_virilis_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.88225,0.6900826446280992,2.398237438
P005102009205_Drosophila_virilis_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.84865,0.689516129032258,2.167335981
P005102009205_Drosophila_virilis_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.93267,0.21285140562248994,0.336812011
P005102009205_Drosophila_virilis_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.87632,0.7107438016528926,2.344678479
P005102009205_Drosophila_virilis_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.94344,0.19678714859437751,0.309044392
P005102009205_Drosophila_virilis_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.94586,0.1807228915662651,0.389278578
P005102009205_Drosophila_virilis_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.94618,0.18473895582329314,0.388539983
P005102009205_Drosophila_virilis_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.85806,0.6983471074380165,2.504661715
P005102009205_Drosophila_virilis_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.94143,0.17269076305220887,0.36479249199999997
P005102009205_Drosophila_virilis_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.86693,0.6983471074380165,2.500772575
P005102009205_Drosophila_virilis_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90361,0.19678714859437751,0.369917794
P005102009205_Drosophila_virilis_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.81713,0.7201834862385321,2.574364088
P005102009205_Drosophila_virilis_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.8545,0.7071129707112971,2.4991457859999997
P005102009205_Drosophila_virilis_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.8737,0.6983471074380165,2.3689339570000003
P005102009205_Drosophila_virilis_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86707,0.6935483870967742,2.133790114
P005102009205_Drosophila_virilis_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90277,0.20481927710843373,0.322391834
P005102009205_Drosophila_virilis_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.9326,0.1807228915662651,0.39841451299999997
P005102009205_Drosophila_virilis_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.87045,0.7024793388429752,2.462811588
P005102009205_Drosophila_virilis_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.86503,0.7107438016528926,2.482674684
P005102009205_Drosophila_virilis_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90028,0.19277108433734935,0.41725163
P005102009205_Drosophila_virilis_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89324,0.19277108433734935,0.42975924899999995
P005102009205_Drosophila_virilis_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.87579,0.6983471074380165,2.469706696
P005102009205_Drosophila_virilis_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.94346,0.17670682730923692,0.37671593299999995
P005102009205_Drosophila_virilis_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.8614,0.6942148760330579,2.4930535110000003
P005102009205_Drosophila_virilis_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87072,0.6639004149377593,2.103898454
P005102009205_Drosophila_virilis_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.87198,0.6666666666666667,2.308313199
P005102009205_Drosophila_virilis_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.95355,0.1325301204819277,0.205356422
P005102009205_Drosophila_virilis_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87177,0.6983471074380165,2.5046951120000003
P005102009206_Drosophila_virilis_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.91367,0.763265306122449,2.820920441
P005102009206_Drosophila_virilis_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.96718,0.2682926829268293,0.430129706
P005102009206_Drosophila_virilis_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.91218,0.46341463414634143,0.964857132
P005102009206_Drosophila_virilis_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.88294,0.6680497925311204,2.077259348
P005102009206_Drosophila_virilis_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91544,0.467479674796748,1.162128764
P005102009206_Drosophila_virilis_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90373,0.6694214876033058,1.8674871079999997
P005102009206_Drosophila_virilis_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.89347,0.6735537190082644,2.0418566
P005102009206_Drosophila_virilis_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89244,0.6763485477178424,2.181268984
P005102009206_Drosophila_virilis_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.86543,0.22077922077922074,0.299191062
P005102009206_Drosophila_virilis_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89269,0.6735537190082644,2.075839903
P005102009206_Drosophila_virilis_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.90882,0.4512195121951219,1.110117057
P005102009206_Drosophila_virilis_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.87588,0.6652892561983471,2.044283005
P005102009206_Drosophila_virilis_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.90336,0.45934959349593496,1.20918232
P005102009206_Drosophila_virilis_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.88928,0.4553571428571429,1.2303233379999998
P005102009206_Drosophila_virilis_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90141,0.6570247933884297,1.9553936799999998
P005102009206_Drosophila_virilis_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.8588,0.6651785714285714,2.033448484
P005102009206_Drosophila_virilis_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.89928,0.30222222222222217,0.512792028
P005102009206_Drosophila_virilis_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.89423,0.6776859504132231,2.057781263
P005102009206_Drosophila_virilis_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.91469,0.4552845528455285,1.105073507
P005102009206_Drosophila_virilis_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89827,0.44715447154471544,1.096974628
P005102009206_Drosophila_virilis_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.94328,0.44715447154471544,1.11025903
P005102009206_Drosophila_virilis_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.89647,0.6776859504132231,2.0215624789999995
P005102009206_Drosophila_virilis_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.86659,0.6859504132231404,2.0491144269999997
P005102009206_Drosophila_virilis_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.79598,0.4008438818565401,0.8212767970000001
P005102009206_Drosophila_virilis_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.87754,0.6763485477178424,2.155553285
P005102009206_Drosophila_virilis_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.96915,0.3617886178861789,0.615695372
P005102009206_Drosophila_virilis_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.94087,0.3943089430894309,1.005095626
P005102009206_Drosophila_virilis_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89304,0.3943089430894309,1.005095626
P005102009206_Drosophila_virilis_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.87348,0.6652892561983471,1.9361339519999998
P005102009206_Drosophila_virilis_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.94762,0.2520325203252033,0.37944737700000003
P005102009206_Drosophila_virilis_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.87431,0.6846473029045643,2.13462173
P005102009206_Drosophila_virilis_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.89695,0.49593495934959353,1.0251727389999998
P005102009206_Drosophila_virilis_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90191,0.6721991701244814,2.074806315
P005102009206_Drosophila_virilis_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.89454,0.23348017621145378,0.42303682400000003
P005102009206_Drosophila_virilis_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.90132,0.6776859504132231,2.0427610809999996
P005102009206_Drosophila_virilis_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.89684,0.4732142857142857,1.25474716
P005102009206_Drosophila_virilis_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.90244,0.44104803493449785,1.014605298
P005102009206_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.89073,0.6611570247933884,1.9577850849999998
P005102009206_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.80727,0.5145631067961165,1.300428853
P005102009206_Drosophila_virilis_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.89837,0.4653061224489796,1.1966360950000001
P005102009206_Drosophila_virilis_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.90262,0.5183673469387755,1.290435113
P005102009206_Drosophila_virilis_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.88478,0.6735537190082644,2.0348991
P005102009206_Drosophila_virilis_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.93594,0.4390243902439024,1.097963705
P005102009206_Drosophila_virilis_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.89574,0.6776859504132231,2.0388130159999998
P005102009206_Drosophila_virilis_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.9216,0.44308943089430897,1.097288654
P005102009206_Drosophila_virilis_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.95239,0.41056910569105687,0.9411998260000001
P005102009206_Drosophila_virilis_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90768,0.6652892561983471,1.9042861819999999
P005102009206_Drosophila_virilis_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.87367,0.6721991701244814,2.18367233
P005102009206_Drosophila_virilis_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.93021,0.24481327800829877,0.34784655100000006
P005102009206_Drosophila_virilis_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.88328,0.6721991701244814,2.165314122
P005102009206_Drosophila_virilis_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.98665,0.22764227642276424,0.311005905
P005102009206_Drosophila_virilis_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.94021,0.2642276422764228,0.347998433
P005102009206_Drosophila_virilis_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89518,0.6639004149377593,2.103898454
P005102009206_Drosophila_virilis_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.95365,0.06504065040650409,0.069173283
P005102009206_Drosophila_virilis_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.98187,0.4065040650406504,0.99083098
P005102009206_Drosophila_virilis_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.89668,0.6775510204081633,1.903151953
P005102009206_Drosophila_virilis_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.899,0.6652892561983471,1.932053801
P005102009206_Drosophila_virilis_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.97594,0.41056910569105687,0.9372720210000001
P005102009206_Drosophila_virilis_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.88607,0.6652892561983471,1.9042861819999999
P005102009206_Drosophila_virilis_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.87208,0.6652892561983471,2.063329718
P005102009206_Drosophila_virilis_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.89579,0.6735537190082644,2.062591123
P005102009206_Drosophila_virilis_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.91835,0.43089430894308944,1.097255257
P005102009206_Drosophila_virilis_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.86635,0.6735537190082644,2.038843632
P005102009206_Drosophila_virilis_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.94933,0.44308943089430897,1.093366117
P005102009206_Drosophila_virilis_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90403,0.6707818930041152,2.043968934
P005102009206_Drosophila_virilis_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.85194,0.463302752293578,1.1669576299999997
P005102009206_Drosophila_virilis_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89544,0.48559670781893005,1.091739328
P005102009206_Drosophila_virilis_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.94015,0.39837398373983735,0.9615274989999999
P005102009206_Drosophila_virilis_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.91049,0.6585365853658536,1.8696060860000001
P005102009206_Drosophila_virilis_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90791,0.6611570247933884,1.9176336239999998
P005102009206_Drosophila_virilis_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89288,0.6748971193415638,2.0724656529999996
P005102009206_Drosophila_virilis_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.92363,0.4512195121951219,1.05540513
P005102009206_Drosophila_virilis_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.91131,0.44308943089430897,1.075268226
P005102009206_Drosophila_virilis_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90138,0.6831275720164609,2.09130277
P005102009206_Drosophila_virilis_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.87926,0.6748971193415638,2.103810389
P005102009206_Drosophila_virilis_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.91753,0.4390243902439024,1.062300238
P005102009206_Drosophila_virilis_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.89491,0.6735537190082644,2.050767073
P005102009206_Drosophila_virilis_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.91845,0.44715447154471544,1.0856470529999998
P005102009206_Drosophila_virilis_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.88767,0.6639004149377593,2.103898454
P005102009206_Drosophila_virilis_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.95239,0.36585365853658536,0.590986987
P005102009206_Drosophila_virilis_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.88014,0.6611570247933884,2.002127742
P005102009206_Drosophila_virilis_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.94648,0.44308943089430897,1.097288654
P005103011421_Drosophila_willistoni_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.89716,0.7886178861788617,3.025335186
P005103011421_Drosophila_willistoni_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.93863,0.3724696356275303,0.634544451
P005103011421_Drosophila_willistoni_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.90085,0.4898785425101214,1.169271877
P005103011421_Drosophila_willistoni_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87099,0.6666666666666667,2.2816740930000003
P005103011421_Drosophila_willistoni_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.90652,0.5121951219512195,1.366543509
P005103011421_Drosophila_willistoni_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89996,0.6598360655737705,2.071901853
P005103011421_Drosophila_willistoni_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.88702,0.6885245901639344,2.2462713450000003
P005103011421_Drosophila_willistoni_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.8814,0.6954732510288066,2.385683729
P005103011421_Drosophila_willistoni_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.85227,0.3448275862068966,0.5665923749999999
P005103011421_Drosophila_willistoni_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.89348,0.6721311475409837,2.280254648
P005103011421_Drosophila_willistoni_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89612,0.5121951219512195,1.3145318019999999
P005103011421_Drosophila_willistoni_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.86389,0.680327868852459,2.2486977500000003
P005103011421_Drosophila_willistoni_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.88899,0.5263157894736843,1.4135970649999998
P005103011421_Drosophila_willistoni_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.87614,0.4910714285714286,1.434738083
P005103011421_Drosophila_willistoni_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90102,0.680327868852459,2.159808425
P005103011421_Drosophila_willistoni_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.84246,0.6741071428571428,2.2378632290000002
P005103011421_Drosophila_willistoni_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.88922,0.36888888888888893,0.717206773
